SR NO,INDEX,Company Name,Symbol,INDUSTRY,ISIN Code
2025,NIFTY TOTAL MKT,Lenskart Solutions Ltd.,LENSKART,Retailing,INE956O01016
2026,NIFTY TOTAL MKT,Life Insurance Corporation of India,LICI,Insurance,INE0J1Y01017
2027,NIFTY TOTAL MKT,Linde India Ltd.,LINDEINDIA,Industrial  Gases & Fuels,INE473A01011
2028,NIFTY TOTAL MKT,Lloyds Engineering Works Ltd.,LLOYDSENGG,Engineering - Industrial Equipments,INE093R01011
2029,NIFTY TOTAL MKT,Lloyds Enterprises Ltd.,LLOYDSENT,Trading,INE080I01025
2030,NIFTY TOTAL MKT,Lloyds Metals And Energy Ltd.,LLOYDSME,Steel/Sponge Iron/Pig Iron,INE281B01032
2031,NIFTY TOTAL MKT,Lodha Developers Ltd.,LODHA,Construction - Real Estate,INE670K01029
2032,NIFTY TOTAL MKT,Lumax Auto Technologies Ltd.,LUMAXTECH,Auto Ancillary,INE872H01027
2033,NIFTY TOTAL MKT,Lupin Ltd.,LUPIN,Pharmaceuticals & Drugs,INE326A01037
2034,NIFTY TOTAL MKT,MMTC Ltd.,MMTC,Trading,INE123F01029
2035,NIFTY TOTAL MKT,MOIL Ltd.,MOIL,Mining & Minerals,INE490G01020
2036,NIFTY TOTAL MKT,MRF Ltd.,MRF,Tyres & Allied,INE883A01011
2037,NIFTY TOTAL MKT,MSTC Ltd.,MSTCLTD,e-Commerce,INE255X01014
2038,NIFTY TOTAL MKT,MTAR Technologies Ltd.,MTARTECH,Engineering,INE864I01014
2039,NIFTY TOTAL MKT,Mahanagar Gas Ltd.,MGL,Gas Transmission/Marketing,INE002S01010
2040,NIFTY TOTAL MKT,Maharashtra Scooters Ltd.,MAHSCOOTER,Finance - Investment,INE288A01013
2041,NIFTY TOTAL MKT,Maharashtra Seamless Ltd.,MAHSEAMLES,Steel & Iron Products,INE271B01025
2042,NIFTY TOTAL MKT,Mahindra & Mahindra Financial Services Ltd.,M&MFIN,Finance - NBFC,INE774D01024
2043,NIFTY TOTAL MKT,Mahindra & Mahindra Ltd.,M&M,Automobiles - Passenger Cars,INE101A01026
2044,NIFTY TOTAL MKT,Manappuram Finance Ltd.,MANAPPURAM,Finance - NBFC,INE522D01027
2045,NIFTY TOTAL MKT,Mangalore Refinery & Petrochemicals Ltd.,MRPL,Refineries,INE103A01014
2046,NIFTY TOTAL MKT,Mankind Pharma Ltd.,MANKIND,Pharmaceuticals & Drugs,INE634S01028
2047,NIFTY TOTAL MKT,Manorama Industries Ltd.,MANORAMA,Solvent  Extraction,INE00VM01036
2048,NIFTY TOTAL MKT,Marico Ltd.,MARICO,Consumer Food,INE196A01026
2049,NIFTY TOTAL MKT,Marksans Pharma Ltd.,MARKSANS,Pharmaceuticals & Drugs,INE750C01026
2050,NIFTY TOTAL MKT,Maruti Suzuki India Ltd.,MARUTI,Automobiles - Passenger Cars,INE585B01010
2051,NIFTY TOTAL MKT,Mastek Ltd.,MASTEK,IT - Software,INE759A01021
2052,NIFTY TOTAL MKT,Max Financial Services Ltd.,MFSL,Finance - Others,INE180A01020
2053,NIFTY TOTAL MKT,Max Healthcare Institute Ltd.,MAXHEALTH,Hospital & Healthcare Services,INE027H01010
2054,NIFTY TOTAL MKT,Mazagoan Dock Shipbuilders Ltd.,MAZDOCK,Ship Building,INE249Z01020
2055,NIFTY TOTAL MKT,Medplus Health Services Ltd.,MEDPLUS,Pharmaceuticals & Drugs,INE804L01022
2056,NIFTY TOTAL MKT,Meesho Ltd.,MEESHO,e-Commerce,INE0VDM01015
2057,NIFTY TOTAL MKT,Metropolis Healthcare Ltd.,METROPOLIS,Hospital & Healthcare Services,INE112L01020
2058,NIFTY TOTAL MKT,Minda Corporation Ltd.,MINDACORP,Auto Ancillary,INE842C01021
2059,NIFTY TOTAL MKT,Mishra Dhatu Nigam Ltd.,MIDHANI,Steel & Iron Products,INE099Z01011
2060,NIFTY TOTAL MKT,Motherson Sumi Wiring India Ltd.,MSUMI,Steel & Iron Products,INE0FS801015
2061,NIFTY TOTAL MKT,Motilal Oswal Financial Services Ltd.,MOTILALOFS,Finance - Stock Broking,INE338I01027
2062,NIFTY TOTAL MKT,MphasiS Ltd.,MPHASIS,IT - Software,INE356A01018
2063,NIFTY TOTAL MKT,Mrs. Bectors Food Specialities Ltd.,BECTORFOOD,Consumer Food,INE495P01020
2064,NIFTY TOTAL MKT,Multi Commodity Exchange of India Ltd.,MCX,Finance - Stock Broking,INE745G01043
2065,NIFTY TOTAL MKT,Muthoot Finance Ltd.,MUTHOOTFIN,Finance - NBFC,INE414G01012
2066,NIFTY TOTAL MKT,NATCO Pharma Ltd.,NATCOPHARM,Pharmaceuticals & Drugs,INE987B01026
2067,NIFTY TOTAL MKT,NBCC (India) Ltd.,NBCC,Construction - Real Estate,INE095N01031
2068,NIFTY TOTAL MKT,NCC Ltd.,NCC,Engineering - Construction,INE868B01028
2069,NIFTY TOTAL MKT,NEOGEN CHEMICALS LTD.,NEOGEN,Chemicals,INE136S01016
2070,NIFTY TOTAL MKT,NESCO Ltd.,NESCO,Engineering - Industrial Equipments,INE317F01035
2071,NIFTY TOTAL MKT,NHPC Ltd.,NHPC,Power Generation/Distribution,INE848E01016
2072,NIFTY TOTAL MKT,NLC India Ltd.,NLCINDIA,Power Generation/Distribution,INE589A01014
2073,NIFTY TOTAL MKT,NMDC Ltd.,NMDC,Mining & Minerals,INE584A01023
2074,NIFTY TOTAL MKT,NMDC Steel Ltd.,NSLNISP,Steel & Iron Products,INE0NNS01018
2075,NIFTY TOTAL MKT,NTPC Green Energy Ltd.,NTPCGREEN,Power Generation/Distribution,INE0ONG01011
2076,NIFTY TOTAL MKT,NTPC Ltd.,NTPC,Power Generation/Distribution,INE733E01010
2077,NIFTY TOTAL MKT,Narayana Hrudayalaya Ltd.,NH,Hospital & Healthcare Services,INE410P01011
2078,NIFTY TOTAL MKT,National Aluminium Co. Ltd.,NATIONALUM,Aluminium & Aluminium Products,INE139A01034
2079,NIFTY TOTAL MKT,National Fertilizers Ltd.,NFL,Fertilizers,INE870D01012
2080,NIFTY TOTAL MKT,Nava Ltd.,NAVA,Power Generation/Distribution,INE725A01030
2081,NIFTY TOTAL MKT,Navin Fluorine International Ltd.,NAVINFLUOR,Chemicals,INE048G01026
2082,NIFTY TOTAL MKT,Nazara Technologies Ltd.,NAZARA,IT - Software,INE418L01047
2083,NIFTY TOTAL MKT,Nestle India Ltd.,NESTLEIND,Consumer Food,INE239A01024
2084,NIFTY TOTAL MKT,Netweb Technologies India Ltd.,NETWEB,IT - Hardware,INE0NT901020
2085,NIFTY TOTAL MKT,Network18 Media & Investments Ltd.,NETWORK18,TV Broadcasting & Software Production,INE870H01013
2086,NIFTY TOTAL MKT,Neuland Laboratories Ltd.,NEULANDLAB,Pharmaceuticals & Drugs,INE794A01010
2087,NIFTY TOTAL MKT,Newgen Software Technologies Ltd.,NEWGEN,IT - Software,INE619B01017
2088,NIFTY TOTAL MKT,Nippon Life India Asset Management Ltd.,NAM-INDIA,Finance - Asset Management,INE298J01013
2089,NIFTY TOTAL MKT,Niva Bupa Health Insurance Company Ltd.,NIVABUPA,Insurance,INE995S01015
2090,NIFTY TOTAL MKT,Nuvama Wealth Management Ltd.,NUVAMA,Finance - Others,INE531F01023
2091,NIFTY TOTAL MKT,Nuvoco Vistas Corporation Ltd.,NUVOCO,Cement & Construction Materials,INE118D01016
2092,NIFTY TOTAL MKT,Oberoi Realty Ltd.,OBEROIRLTY,Construction - Real Estate,INE093I01010
2093,NIFTY TOTAL MKT,Oil & Natural Gas Corporation Ltd.,ONGC,Oil Exploration,INE213A01029
2094,NIFTY TOTAL MKT,Oil India Ltd.,OIL,Oil Exploration,INE274J01014
2095,NIFTY TOTAL MKT,Ola Electric Mobility Ltd.,OLAELEC,Automobile Two & Three Wheelers,INE0LXG01040
2096,NIFTY TOTAL MKT,Olectra Greentech Ltd.,OLECTRA,Automobiles-Trucks/Lcv,INE260D01016
2097,NIFTY TOTAL MKT,One 97 Communications Ltd.,PAYTM,Fintech,INE982J01020
2098,NIFTY TOTAL MKT,Onesource Specialty Pharma Ltd.,ONESOURCE,Pharmaceuticals & Drugs,INE013P01021
2099,NIFTY TOTAL MKT,Optiemus Infracom Ltd.,OPTIEMUS,Trading,INE350C01017
2100,NIFTY TOTAL MKT,Oracle Financial Services Software Ltd.,OFSS,IT - Software,INE881D01027
2101,NIFTY TOTAL MKT,Orient Cement Ltd.,ORIENTCEM,Cement & Construction Materials,INE876N01018
2102,NIFTY TOTAL MKT,Orkla India Ltd.,ORKLAINDIA,Consumer Food,INE16NZ01023
2103,NIFTY TOTAL MKT,Oswal Pumps Ltd.,OSWALPUMPS,Compressors / Pumps,INE0BYP01024
2104,NIFTY TOTAL MKT,P N Gadgil Jewellers Ltd.,PNGJL,Diamond  &  Jewellery,INE953R01016
2105,NIFTY TOTAL MKT,PB Fintech Ltd.,POLICYBZR,Fintech,INE417T01026
2106,NIFTY TOTAL MKT,PC Jeweller Ltd.,PCJEWELLER,Diamond  &  Jewellery,INE785M01021
2107,NIFTY TOTAL MKT,PCBL Chemical Ltd.,PCBL,Carbon Black,INE602A01031
2108,NIFTY TOTAL MKT,PG Electroplast Ltd.,PGEL,Consumer Durables - Domestic Appliances,INE457L01029
2109,NIFTY TOTAL MKT,PI Industries Ltd.,PIIND,Pesticides & Agrochemicals,INE603J01030
2110,NIFTY TOTAL MKT,PNB Housing Finance Ltd.,PNBHOUSING,Finance - Housing,INE572E01012
2111,NIFTY TOTAL MKT,PNC Infratech Ltd.,PNCINFRA,Engineering - Construction,INE195J01029
2112,NIFTY TOTAL MKT,PTC India Ltd.,PTC,Power Generation/Distribution,INE877F01012
2113,NIFTY TOTAL MKT,PTC Industries Ltd.,PTCIL,Castings/Forgings,INE596F01018
2114,NIFTY TOTAL MKT,PVR INOX Ltd.,PVRINOX,"Film Production, Distribution & Entertainment",INE191H01014
2115,NIFTY TOTAL MKT,Page Industries Ltd.,PAGEIND,Textile,INE761H01022
2116,NIFTY TOTAL MKT,Paradeep Phosphates Ltd.,PARADEEP,Fertilizers,INE088F01024
2117,NIFTY TOTAL MKT,Paras Defence and Space Technologies Ltd.,PARAS,Defence,INE045601023
2118,NIFTY TOTAL MKT,Park Medi World Ltd.,PARKHOSPS,Hospital & Healthcare Services,INE119201023
2119,NIFTY TOTAL MKT,Patanjali Foods Ltd.,PATANJALI,Edible Oil,INE619A01035
2120,NIFTY TOTAL MKT,Pearl Global Industries Ltd.,PGIL,Textile,INE940H01022
2121,NIFTY TOTAL MKT,Persistent Systems Ltd.,PERSISTENT,IT - Software,INE262H01021
2122,NIFTY TOTAL MKT,Petronet LNG Ltd.,PETRONET,Industrial  Gases & Fuels,INE347G01014
2123,NIFTY TOTAL MKT,Pfizer Ltd.,PFIZER,Pharmaceuticals & Drugs,INE182A01018
2124,NIFTY TOTAL MKT,Phoenix Mills Ltd.,PHOENIXLTD,Construction - Real Estate,INE211B01039
2126,NIFTY TOTAL MKT,Piccadily Agro Industries Ltd.,PICCADIL,Breweries & Distilleries,INE546C01010
2127,NIFTY TOTAL MKT,Pidilite Industries Ltd.,PIDILITIND,Chemicals,INE318A01026
2128,NIFTY TOTAL MKT,Pine Labs Ltd.,PINELABS,Fintech,INE15B701018
2129,NIFTY TOTAL MKT,Piramal Finance Ltd.,PIRAMALFIN,Finance - Housing,INE202B01038
2130,NIFTY TOTAL MKT,Piramal Pharma Ltd.,PPLPHARMA,Pharmaceuticals & Drugs,INE0DK501011
2131,NIFTY TOTAL MKT,Poly Medicure Ltd.,POLYMED,Medical Equipment/Supplies/Accessories,INE205C01021
2132,NIFTY TOTAL MKT,Polycab India Ltd.,POLYCAB,Cable,INE455K01017
2133,NIFTY TOTAL MKT,Poonawalla Fincorp Ltd.,POONAWALLA,Finance - NBFC,INE511C01022
2134,NIFTY TOTAL MKT,Power Finance Corporation Ltd.,PFC,Finance Term Lending,INE134E01011
2135,NIFTY TOTAL MKT,Power Grid Corporation of India Ltd.,POWERGRID,Power Generation/Distribution,INE752E01010
2136,NIFTY TOTAL MKT,Power Mech Projects Ltd.,POWERMECH,Engineering - Construction,INE211R01019
2137,NIFTY TOTAL MKT,Praj Industries Ltd.,PRAJIND,Engineering - Industrial Equipments,INE074A01025
2138,NIFTY TOTAL MKT,Premier Energies Ltd.,PREMIERENE,Electronics - Components,INE0BS701011
2139,NIFTY TOTAL MKT,Prestige Estates Projects Ltd.,PRESTIGE,Construction - Real Estate,INE811K01011
2140,NIFTY TOTAL MKT,Pricol Ltd.,PRICOLLTD,Auto Ancillary,INE726V01018
2141,NIFTY TOTAL MKT,Prime Focus Ltd,PFOCUS,"Film Production, Distribution & Entertainment",INE367G01038
2142,NIFTY TOTAL MKT,Prism Johnson Ltd.,PRSMJOHNSN,Cement & Construction Materials,INE010A01011
2143,NIFTY TOTAL MKT,Privi Speciality Chemicals Ltd.,PRIVISCL,Chemicals,INE959A01019
2144,NIFTY TOTAL MKT,Prudent Corporate Advisory Services Ltd.,PRUDENT,Finance - Others,INE00F201020
2145,NIFTY TOTAL MKT,Punjab National Bank,PNB,NIFTY PRIVATE BANK,INE160A01022
2146,NIFTY TOTAL MKT,Puravankara Ltd.,PURVA,Construction - Real Estate,INE323I01011
2147,NIFTY TOTAL MKT,Quality Power Electrical Equipments Ltd.,QPOWER,Electric Equipment,INE0SII01026
2148,NIFTY TOTAL MKT,Quess Corp Ltd.,QUESS,BPO/ITeS,INE615P01015
2149,NIFTY TOTAL MKT,R R Kabel Ltd.,RRKABEL,Cable,INE777K01022
2150,NIFTY TOTAL MKT,RBL Bank Ltd.,RBLBANK,NIFTY PRIVATE BANK,INE976G01028
2151,NIFTY TOTAL MKT,REC Ltd.,RECLTD,Finance Term Lending,INE020B01018
2152,NIFTY TOTAL MKT,RHI MAGNESITA INDIA LTD.,RHIM,Refractories,INE743M01012
2153,NIFTY TOTAL MKT,RITES Ltd.,RITES,Engineering Consultancy,INE320J01015
2154,NIFTY TOTAL MKT,Radico Khaitan Ltd,RADICO,Breweries & Distilleries,INE944F01028
2155,NIFTY TOTAL MKT,Rail Vikas Nigam Ltd.,RVNL,Engineering - Construction,INE415G01027
2156,NIFTY TOTAL MKT,Railtel Corporation Of India Ltd.,RAILTEL,Telecommunication - Service  Provider,INE0DD101019
2157,NIFTY TOTAL MKT,Rain Industries Ltd,RAIN,Petrochemicals,INE855B01025
2158,NIFTY TOTAL MKT,Rainbow Childrens Medicare Ltd.,RAINBOW,Hospital & Healthcare Services,INE961O01016
2159,NIFTY TOTAL MKT,Rallis India Ltd.,RALLIS,Pesticides & Agrochemicals,INE613A01020
2160,NIFTY TOTAL MKT,Ramkrishna Forgings Ltd.,RKFORGE,Forgings,INE399G01023
2161,NIFTY TOTAL MKT,Rashtriya Chemicals & Fertilizers Ltd.,RCF,Fertilizers,INE027A01015
2162,NIFTY TOTAL MKT,Rategain Travel Technologies Ltd.,RATEGAIN,IT - Software,INE0CLI01024
2163,NIFTY TOTAL MKT,RattanIndia Enterprises Ltd.,RTNINDIA,Professional Services,INE834M01019
2164,NIFTY TOTAL MKT,RattanIndia Power Ltd.,RTNPOWER,Power Generation/Distribution,INE399K01017
2165,NIFTY TOTAL MKT,Raymond Lifestyle Ltd.,RAYMONDLSL,Textile,INE02ID01020
2166,NIFTY TOTAL MKT,Redington Ltd.,REDINGTON,Trading,INE891D01026
2167,NIFTY TOTAL MKT,Redtape Ltd.,REDTAPE,Footwear,INE0LXT01019
2168,NIFTY TOTAL MKT,Refex Industries Ltd.,REFEX,Industrial  Gases & Fuels,INE056I01025
2169,NIFTY TOTAL MKT,Relaxo Footwears Ltd.,RELAXO,Footwear,INE131B01039
2170,NIFTY TOTAL MKT,Reliance Industries Ltd.,RELIANCE,Refineries,INE002A01018
2171,NIFTY TOTAL MKT,Reliance Power Ltd.,RPOWER,Power Generation/Distribution,INE614G01033
2172,NIFTY TOTAL MKT,Religare Enterprises Ltd.,RELIGARE,Finance - Investment,INE621H01010
2173,NIFTY TOTAL MKT,Restaurant Brands Asia Ltd.,RBA,Restaurants,INE07T201019
2174,NIFTY TOTAL MKT,Route Mobile Ltd.,ROUTE,IT - Software,INE450U01017
2175,NIFTY TOTAL MKT,Rubicon Research Ltd.,RUBICON,Pharmaceuticals & Drugs,INE506V01022
2176,NIFTY TOTAL MKT,SBFC Finance Ltd.,SBFC,Finance - NBFC,INE423Y01016
2177,NIFTY TOTAL MKT,SBI Cards and Payment Services Ltd.,SBICARD,Finance - NBFC,INE018E01016
2178,NIFTY TOTAL MKT,SBI Life Insurance Company Ltd.,SBILIFE,Insurance,INE123W01016
2179,NIFTY TOTAL MKT,SJVN Ltd.,SJVN,Power Generation/Distribution,INE002L01015
2180,NIFTY TOTAL MKT,SKF India (Industrial) Ltd.,SKFINDUS,Bearings,INE2J8701016
2181,NIFTY TOTAL MKT,SKF India Ltd.,SKFINDIA,Bearings,INE640A01023
2182,NIFTY TOTAL MKT,SKY GOLD AND DIAMONDS Ltd.,SKYGOLD,Diamond  &  Jewellery,INE01IU01018
2183,NIFTY TOTAL MKT,SML Mahindra Ltd.,SMLMAH,Automobiles-Trucks/Lcv,INE294B01019
2184,NIFTY TOTAL MKT,SRF Ltd.,SRF,Chemicals,INE647A01010
2185,NIFTY TOTAL MKT,Saatvik Green Energy Ltd.,SAATVIKGL,Electric Equipment,INE13B501022
2186,NIFTY TOTAL MKT,Safari Industries (India) Ltd.,SAFARI,Household & Personal Products,INE429E01023
2187,NIFTY TOTAL MKT,Sagility Ltd.,SAGILITY,Business Support,INE0W2G01015
2188,NIFTY TOTAL MKT,Sai Life Sciences Ltd.,SAILIFE,Pharmaceuticals & Drugs,INE570L01029
2189,NIFTY TOTAL MKT,Samhi Hotels Ltd.,SAMHI,"Hotel, Resort & Restaurants",INE08U801020
2190,NIFTY TOTAL MKT,Sammaan Capital Ltd.,SAMMAANCAP,Finance - Housing,INE148I01020
2191,NIFTY TOTAL MKT,Samvardhana Motherson International Ltd.,MOTHERSON,Auto Ancillary,INE775A01035
2192,NIFTY TOTAL MKT,Sandur Manganese & Iron Ores Ltd.,SANDUMA,Mining & Minerals,INE149K01016
2193,NIFTY TOTAL MKT,Sansera Engineering Ltd.,SANSERA,Auto Ancillary,INE953O01021
2194,NIFTY TOTAL MKT,Sapphire Foods India Ltd.,SAPPHIRE,Consumer Food,INE806T01020
2195,NIFTY TOTAL MKT,Sarda Energy and Minerals Ltd.,SARDAEN,Steel & Iron Products,INE385C01021
2196,NIFTY TOTAL MKT,Saregama India Ltd,SAREGAMA,"Film Production, Distribution & Entertainment",INE979A01025
2197,NIFTY TOTAL MKT,Schaeffler India Ltd.,SCHAEFFLER,Bearings,INE513A01022
2198,NIFTY TOTAL MKT,Schneider Electric Infrastructure Ltd.,SCHNEIDER,Electric Equipment,INE839M01018
2199,NIFTY TOTAL MKT,Senco Gold Ltd.,SENCO,Diamond  &  Jewellery,INE602W01027
2200,NIFTY TOTAL MKT,Seshaasai Technologies Ltd.,STYL,Fintech,INE04VU01023
2201,NIFTY TOTAL MKT,Shaily Engineering Plastics Ltd.,SHAILY,Plastic Products,INE151G01028
2202,NIFTY TOTAL MKT,Shakti Pumps (India) Ltd.,SHAKTIPUMP,Compressors / Pumps,INE908D01010
2203,NIFTY TOTAL MKT,Sharda Cropchem Ltd.,SHARDACROP,Pesticides & Agrochemicals,INE221J01015
2204,NIFTY TOTAL MKT,Share India Securities Ltd.,SHAREINDIA,Finance - Stock Broking,INE932X01026
2205,NIFTY TOTAL MKT,Sheela Foam Ltd.,SFL,Household & Personal Products,INE916U01025
2206,NIFTY TOTAL MKT,Shilpa Medicare Ltd.,SHILPAMED,Pharmaceuticals & Drugs,INE790G01031
2207,NIFTY TOTAL MKT,Shipping Corporation of India Ltd.,SCI,Shipping,INE109A01011
2208,NIFTY TOTAL MKT,Shree Cement Ltd.,SHREECEM,Cement & Construction Materials,INE070A01015
2209,NIFTY TOTAL MKT,Shree Renuka Sugars Ltd.,RENUKA,Sugar,INE087H01022
2210,NIFTY TOTAL MKT,Shriram Finance Ltd.,SHRIRAMFIN,Finance - NBFC,INE721A01047
2211,NIFTY TOTAL MKT,Shriram Pistons & Rings Ltd.,SHRIPISTON,Engineering - Industrial Equipments,INE526E01018
2212,NIFTY TOTAL MKT,Shyam Metalics and Energy Ltd.,SHYAMMETL,Steel & Iron Products,INE810G01011
2213,NIFTY TOTAL MKT,Siemens Energy India Ltd.,ENRIN,Electric Equipment,INE1NPP01017
2214,NIFTY TOTAL MKT,Siemens Ltd.,SIEMENS,Electric Equipment,INE003A01024
2215,NIFTY TOTAL MKT,Signatureglobal (India) Ltd.,SIGNATURE,Construction - Real Estate,INE903U01023
2216,NIFTY TOTAL MKT,Skipper Ltd.,SKIPPER,Engineering - Industrial Equipments,INE439E01022
2217,NIFTY TOTAL MKT,Smartworks Coworking Spaces Ltd.,SMARTWORKS,Business Support,INE0NAZ01010
2218,NIFTY TOTAL MKT,Sobha Ltd.,SOBHA,Construction - Real Estate,INE671H01015
2219,NIFTY TOTAL MKT,Solar Industries India Ltd.,SOLARINDS,Chemicals,INE343H01029
2220,NIFTY TOTAL MKT,Sona BLW Precision Forgings Ltd.,SONACOMS,Auto Ancillary,INE073K01018
2221,NIFTY TOTAL MKT,Sonata Software Ltd.,SONATSOFTW,IT - Software,INE269A01021
2222,NIFTY TOTAL MKT,South Indian Bank Ltd.,SOUTHBANK,NIFTY PRIVATE BANK,INE683A01023
2223,NIFTY TOTAL MKT,Sri Lotus Developers and Realty Ltd.,LOTUSDEV,Construction - Real Estate,INE0V9Q01010
2224,NIFTY TOTAL MKT,Star Cement Ltd.,STARCEMENT,Cement & Construction Materials,INE460H01021
2225,NIFTY TOTAL MKT,Star Health and Allied Insurance Company Ltd.,STARHEALTH,Insurance,INE575P01011
2226,NIFTY TOTAL MKT,State Bank of India,SBIN,NIFTY PRIVATE BANK,INE062A01020
2227,NIFTY TOTAL MKT,Steel Authority of India Ltd.,SAIL,Steel & Iron Products,INE114A01011
2228,NIFTY TOTAL MKT,Sterling and Wilson Renewable Energy Ltd.,SWSOLAR,Engineering - Construction,INE00M201021
2229,NIFTY TOTAL MKT,Sterlite Technologies Ltd.,STLTECH,Cable,INE089C01029
2230,NIFTY TOTAL MKT,Strides Pharma Science Ltd.,STAR,Pharmaceuticals & Drugs,INE939A01011
2231,NIFTY TOTAL MKT,Styrenix Performance Materials Ltd.,STYRENIX,Chemicals,INE189B01011
2232,NIFTY TOTAL MKT,Subros Ltd.,SUBROS,Auto Ancillary,INE287B01021
2233,NIFTY TOTAL MKT,Sudarshan Chemical Industries Ltd.,SUDARSCHEM,Dyes & Pigments,INE659A01023
2234,NIFTY TOTAL MKT,Sudeep Pharma Ltd.,SUDEEPPHRM,Pharmaceuticals & Drugs,INE0QPI01025
2235,NIFTY TOTAL MKT,Sumitomo Chemical India Ltd.,SUMICHEM,Pesticides & Agrochemicals,INE258G01013
2236,NIFTY TOTAL MKT,Sun Pharma Advanced Research Company Ltd.,SPARC,Pharmaceuticals & Drugs,INE232I01014
2237,NIFTY TOTAL MKT,Sun Pharmaceutical Industries Ltd.,SUNPHARMA,Pharmaceuticals & Drugs,INE044A01036
2238,NIFTY TOTAL MKT,Sun TV Network Ltd.,SUNTV,TV Broadcasting & Software Production,INE424H01027
2239,NIFTY TOTAL MKT,Sundaram Finance Ltd.,SUNDARMFIN,Finance - NBFC,INE660A01013
2240,NIFTY TOTAL MKT,Sunteck Realty Ltd.,SUNTECK,Construction - Real Estate,INE805D01034
2241,NIFTY TOTAL MKT,Supreme Industries Ltd.,SUPREMEIND,Plastic Products,INE195A01028
2242,NIFTY TOTAL MKT,Supreme Petrochem Ltd.,SPLPETRO,Chemicals,INE663A01033
2243,NIFTY TOTAL MKT,Supriya Lifescience Ltd.,SUPRIYA,Pharmaceuticals & Drugs,INE07RO01027
2244,NIFTY TOTAL MKT,Surya Roshni Ltd.,SURYAROSNI,Steel & Iron Products,INE335A01020
2245,NIFTY TOTAL MKT,Suzlon Energy Ltd.,SUZLON,Electric Equipment,INE040H01021
2246,NIFTY TOTAL MKT,Swan Corp Ltd.,SWANCORP,Petrochemicals,INE665A01038
2247,NIFTY TOTAL MKT,Swiggy Ltd.,SWIGGY,e-Commerce,INE00H001014
2248,NIFTY TOTAL MKT,Syngene International Ltd.,SYNGENE,Pharmaceuticals & Drugs,INE398R01022
2249,NIFTY TOTAL MKT,Syrma SGS Technology Ltd.,SYRMA,Electronics - Components,INE0DYJ01015
2250,NIFTY TOTAL MKT,TARC Ltd.,TARC,Construction - Real Estate,INE0EK901012
2251,NIFTY TOTAL MKT,TBO Tek Ltd.,TBOTEK,Travel Services,INE673O01025
2252,NIFTY TOTAL MKT,TD Power Systems Ltd.,TDPOWERSYS,Electric Equipment,INE419M01027
2253,NIFTY TOTAL MKT,TSF Investments Ltd.,TSFINV,Finance - NBFC,INE202Z01029
2254,NIFTY TOTAL MKT,TVS Motor Company Ltd.,TVSMOTOR,Automobile Two & Three Wheelers,INE494B01023
2255,NIFTY TOTAL MKT,TVS Supply Chain Solutions Ltd.,TVSSCS,Logistics,INE395N01027
2256,NIFTY TOTAL MKT,Tamilnad Mercantile Bank Ltd.,TMB,NIFTY PRIVATE BANK,INE668A01016
2257,NIFTY TOTAL MKT,Tanla Platforms Ltd.,TANLA,IT - Software,INE483C01032
2258,NIFTY TOTAL MKT,Tata Capital Ltd.,TATACAP,Finance - NBFC,INE976I01016
2259,NIFTY TOTAL MKT,Tata Chemicals Ltd.,TATACHEM,Chemicals,INE092A01019
2260,NIFTY TOTAL MKT,Tata Communications Ltd.,TATACOMM,Telecommunication - Service  Provider,INE151A01013
2261,NIFTY TOTAL MKT,Tata Consultancy Services Ltd.,TCS,IT - Software,INE467B01029
2262,NIFTY TOTAL MKT,Tata Consumer Products Ltd.,TATACONSUM,Tea/Coffee,INE192A01025
2263,NIFTY TOTAL MKT,Tata Elxsi Ltd.,TATAELXSI,IT - Software,INE670A01012
2264,NIFTY TOTAL MKT,Tata Investment Corporation Ltd.,TATAINVEST,Finance - NBFC,INE672A01026
2265,NIFTY TOTAL MKT,Tata Motors Ltd.,TMCV,Automobiles-Trucks/Lcv,INE1TAE01010
2266,NIFTY TOTAL MKT,Tata Motors Passenger Vehicles Ltd.,TMPV,Automobile Two & Three Wheelers,INE155A01022
2267,NIFTY TOTAL MKT,Tata Power Co. Ltd.,TATAPOWER,Power Generation/Distribution,INE245A01021
2268,NIFTY TOTAL MKT,Tata Steel Ltd.,TATASTEEL,Steel & Iron Products,INE081A01020
2269,NIFTY TOTAL MKT,Tata Technologies Ltd.,TATATECH,IT - Software,INE142M01025
2270,NIFTY TOTAL MKT,Tata Teleservices (Maharashtra) Ltd.,TTML,Telecommunication - Service  Provider,INE517B01013
2271,NIFTY TOTAL MKT,Tech Mahindra Ltd.,TECHM,IT - Software,INE669C01036
2272,NIFTY TOTAL MKT,Techno Electric & Engineering Company Ltd.,TECHNOE,Engineering - Construction,INE285K01026
2273,NIFTY TOTAL MKT,Tega Industries Ltd.,TEGA,Engineering - Industrial Equipments,INE011K01018
2274,NIFTY TOTAL MKT,Tejas Networks Ltd.,TEJASNET,Telecommunication - Equipment,INE010J01012
2275,NIFTY TOTAL MKT,Tenneco Clean Air India Ltd.,TENNIND,Auto Ancillary,INE19RI01016
2276,NIFTY TOTAL MKT,Texmaco Rail & Eng. Ltd.,TEXRAIL,Railways Wagons,INE621L01012
2277,NIFTY TOTAL MKT,Thangamayil Jewellery Ltd.,THANGAMAYL,Diamond  &  Jewellery,INE085J01014
